Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,SiteID,Site name,Anthropogenic_C14,Uncal.C14Age,C14SD,C14LabCode,Cal.BP_oldest,Cal.BP_median,Cal.BP_youngest,Early Mesolithic,Middle Mesolithic,Late Mesolithic,Early Neolithic,Middle Neolithic (A),Middle Neolithic (B),Late Neolithic,Site size (m2),Elevation (Max),Elevation (Mean),Elevation (Median),Elevation (Min),Elevation (stdev),Conventional date,Conventional date based on Cal.BP (median),X (UTM32N),Y (UTM32N),Site_ID,Reference
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6500,30,Beta-468567,7401,7376,7325,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,3710,40,Soe11,4155,4046,3960,0,0,0,0,0,0,1,N/A,10.5,10,10,9.9,0.2,Late Neolithic/Early Bronze Age,Late Neolithic,360214.0147,6937911.496,360214.01476937911.496,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,6490,40,Soe6,7483,7375,7312,0,0,1,0,0,0,0,700,10.5,10,10,9.9,0.2,Late Mesolithic,Late Mesolithic,360214.0147,6937911.496,360214.01476937911.496,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,6370,40,Soe4,7360,7295,7247,0,0,1,0,0,0,0,700,10.5,10,10,9.9,0.2,Late Mesolithic,Late Mesolithic,360214.0147,6937911.496,360214.01476937911.496,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6650,30,Beta-468570,7579,7529,7470,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,169598,B14739,Open air,S389,Gloføyk lok. 28,Y,4700,80,Beta-88512,5595,5429,5288,0,0,0,1,0,0,0,103,15.6,14.1,14.1,12.6,1.5,Early/Middle Neolithic,N/A,303407.9805,6865715.137,303407.98056865715.137,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6360,30,Beta-458895,7332,7283,7246,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6360,30,Beta-458892,7332,7283,7246,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,N/A,B15738,Open air,S652,Havnen lok.154,Y,7610,60,Beta-131216,8545,8408,8323,0,0,0,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,Late Mesolithic,N/A,301580,6866134,3.01581E+12,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6400,30,Beta-458884,7366,7322,7261,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,149122,B15905,Open air,S416,Kasholmen,Y,5045,75,T-15835,5924,5789,5602,0,0,0,1,0,0,0,75,11.2,11.2,11.2,11.2,0,Early/Middle Neolithic,Early/Middle Neolithic,377618.0196,6932195.032,377618.01966932195.032,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6550,30,Beta-415035,7511,7461,7422,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5620,30,Beta-482271,6453,6392,6310,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6570,30,Beta-415029,7511,7469,7426,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6450,30,Beta-415036,7428,7367,7310,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,95514,B17023,Open air,S775,Rong - Lok. 2,Y,6810,30,Beta-354391,7685,7641,7585,0,0,1,0,0,0,0,863,12.9,11.7,11.6,11.1,0.5,Late Mesolithic,Late Mesolithic,275273.0396,6715606.539,275273.03966715606.539,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,149794,B15661,Open air,S419,Lok. 1 Sætergarden,Y,6970,70,Beta-112633,7935,7801,7675,0,0,1,0,0,0,0,700,15.5,14.8,14.8,13.9,0.5,Late Mesolithic,Late Mesolithic,375290.339,6936372.308,375290.3396936372.308,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,5440,40,Soe3,6307,6237,6183,0,0,1,0,0,0,0,671,10.5,10,10,9.9,0.2,Late Mesolithic,Late Mesolithic,360214.0147,6937911.496,360214.01476937911.496,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,25845,N/A,Open air,S378,Ausevik,Y,5870,30,Beta-337056,6751,6697,6627,0,0,0,0,0,0,0,2134,17.9,13.2,12.9,10.4,2.1,Early/Middle Neolithic,N/A,302100.6261,6828746.682,302100.62616828746.682,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5680,50,Tua-6957,6568,6463,6390,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5815,40,Tua-6102,6680,6619,4698,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,6880,30,Beta-400951,7790,7708,7660,0,0,1,0,0,0,0,800,13,8.9,8,6.7,2.4,Late Mesolithic,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,25845,N/A,Open air,S378,Ausevik,Y,6025,55,Tua-5050,7006,6868,6733,0,0,1,0,0,0,0,2134,17.9,13.2,12.9,10.4,2.1,Late Mesolithic,N/A,302100.6261,6828746.682,302100.62616828746.682,
Fjords,Hordaland,Vaksdal,4628,N/A,49,4. 70,15917,B8600,Rock shelter,S350,Skipshelleren Straume - Fetts fk. 1,Y,5260,80,T-2196,6217,6056,5898,0,0,1,0,0,0,0,260,16.6,15,15.7,12.8,1.6,Late Mesolithic,Late Mesolithic,324940.5808,6728568.175,324940.58086728568.175,
Outer coast,Hordaland,Bømlo,4613,Røyksund. indre,27,24,6724,B15229,Open air,S201,Røyksund - Lok. 75. Kjøttvika,Y,3890,50,Beta-72873,4425,4318,4151,0,0,0,0,0,0,1,150,26.8,26.1,26,25.5,0.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,294188.7861,6628424.704,294188.78616628424.704,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,4020,30,Beta-389715,4534,4478,4416,0,0,0,0,0,0,1,2869,10.5,9.6,9.8,6.9,0.7,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,95588,B16043,Open air,S747,Baraldsnes. Helland Site 33,Y,9410,70,TUa-3300,10805,10643,10484,1,0,0,0,0,0,0,10,13.6,13.5,13.5,13.4,0.1,Early Mesolithic,Early Mesolithic,369918.695,6945143.662,369918.6956945143.662,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5460,80,TU1-3596,6403,6245,6108,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,122471,B16538,Open air,S511,Lok 2 Lutelandet,Y,4850,40,Beta-247846,5610,5584,5476,0,0,0,1,0,0,0,1271,12.2,11.1,11,10.6,0.4,Early/Middle Neolithic,N/A,284635.6423,6797381.906,284635.64236797381.906,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,4830,30,Beta-389711,5539,5527,5477,0,0,0,1,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Early/Middle Neolithic,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6740,30,Beta-468569,7665,7601,7569,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,6440,40,Soe2,7426,7361,7280,0,0,1,0,0,0,0,700,10.5,10,10,9.9,0.2,Late Mesolithic,Late Mesolithic,360214.0147,6937911.496,360214.01476937911.496,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6870,40,Beta-428845,7791,7701,7614,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,5910,40,Beta-400948,6800,6729,6646,0,0,0,0,0,0,0,800,13,8.9,8,6.7,2.4,Early/Middle Neolithic,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,6000,30,Beta-400949,6937,6837,6746,0,0,1,0,0,0,0,800,13,8.9,8,6.7,2.4,Late Mesolithic,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,4730,30,Beta-389708,5580,5472,5502,0,0,0,1,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Early/Middle Neolithic,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,3580,30,Beta-400942,3977,3881,3827,0,0,0,0,0,0,1,800,13,8.9,8,6.7,2.4,Late Neolithic/Early Bronze Age,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,5920,30,Beta-400940,6797,6738,6665,0,0,0,0,0,0,0,800,13,8.9,8,6.7,2.4,Early/Middle Neolithic,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,6620,100,T-7528 (sic!),7670,7505,7412,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,136964,B17244,Open air,S306,Skiparviken,Y,7230,40,Beta-286284,8170,8031,7965,0,0,1,0,0,0,0,498,19.3,17.7,18.3,16,1.3,Late Mesolithic,Late Mesolithic,297576.4258,6692466.801,297576.42586692466.801,
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,6719,N/A,Open air,S4,Hovland - Aurebettjødno II,Y,7110,30,Beta-512322,8011,7941,7920,0,0,1,0,0,0,0,63,14.5,12.9,12.6,12.1,0.7,Late Mesolithic,Late Mesolithic,288022.2231,6613714.11,288022.22316613714.11,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/6719-1
Outer coast,Hordaland,Bømlo,4613,N/A,53,53. 3,45758,B17906/ B18079,Open air,S5,Hovland - Aurebettjødno XVII,Y,4080,30,Beta-512329,4650,4571,4511,0,0,0,0,0,0,1,1629,11.3,10.4,10.6,8.2,0.8,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,288090,6613746,2.88091E+12,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45758-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,6719,N/A,Open air,S4,Hovland - Aurebettjødno II,Y,6820,30,Beta-512323,7695,7647,7584,0,0,1,0,0,0,0,63,14.5,12.9,12.6,12.1,0.7,Late Mesolithic,Late Mesolithic,288022.2231,6613714.11,288022.22316613714.11,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/6719-1
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,6930,90,T-7515,7937,7768,7610,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Øygarden,4626,N/A,34,193. 523,174695,B17624/ B17881,Open air,S321,Sotrasambandet lok 11 Søre Bildøy,Y,6810,30,Beta-477293,7685,7641,7585,0,0,1,0,0,0,0,875,14.7,12.7,12.6,10.8,1.2,Late Mesolithic,Late Mesolithic,285623.4832,6697561.85,285623.48326697561.85,
Outer coast,Hordaland,Øygarden,4626,N/A,34,193. 523,174695,B17624/ B17881,Open air,S321,Sotrasambandet lok 11 Søre Bildøy,Y,6840,50,Poz-106745,7780,7671,7583,0,0,1,0,0,0,0,875,14.7,12.7,12.6,10.8,1.2,Late Mesolithic,Late Mesolithic,285623.4832,6697561.85,285623.48326697561.85,
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,6719,N/A,Open air,S4,Hovland - Aurebettjødno II,Y,4920,30,Beta-512326,5718,5638,5591,0,0,0,0,0,0,0,63,14.5,12.9,12.6,12.1,0.7,Early/Middle Neolithic,Early/Middle Neolithic,288022.2231,6613714.11,288022.22316613714.11,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/6719-1
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,112922,B17332,Open air,S414,Bjørkavåg 3,Y,4470,50,Beta-223990,5305,5130,4959,0,0,0,0,1,0,0,3,11.8,11.8,11.8,11.8,0,Early/Middle Neolithic,Early/Middle Neolithic,360436.2551,6924404.882,360436.25516924404.882,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,175012,N/A,Open air,S316,Sotrasambandet lok 13 Søre Bildøy,Y,6085,35,Poz-106875,7023,6945,6845,0,0,1,0,0,0,0,1200,17.4,11.9,11.8,8.1,2.9,Late Mesolithic,Late Mesolithic,284895.6883,6697070.755,284895.68836697070.755,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,139424,B16864/ B17870/ B17901,Open air,S282,Giskegjerdet 2,Y,4710,30,Beta-484966,5417,5400,5322,0,0,0,1,0,0,0,1091,11.6,10.5,10.8,8.7,1.1,Early/Middle Neolithic,Early/Middle Neolithic,348738.3382,6933588.423,348738.33826933588.423,
Outer coast,Hordaland,Øygarden,4626,N/A,34,193. 523,174695,B17624/ B17881,Open air,S321,Sotrasambandet lok 11 Søre Bildøy,Y,6045,35,Poz-106703,6990,6892,6790,0,0,1,0,0,0,0,875,14.7,12.7,12.6,10.8,1.2,Late Mesolithic,Late Mesolithic,285623.4832,6697561.85,285623.48326697561.85,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92569,B15081,Open air,S413,Lok 2 Buholmvika,Y,3850,90,Beta-70793,4448,4260,4062,0,0,0,0,0,0,1,400,8.7,7.4,7.6,5.9,0.9,Late Neolithic/Early Bronze Age,Late Neolithic,328504.8925,6915978.25,328504.89256915978.25,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,6920,90,T-7334,7935,7760,7605,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6440,30,Beta-431633,7425,7365,7306,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6340,30,Beta-389719,7325,7262,7238,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Bømlo,4613,Spissøy,26,3. 12,96437,B15191,Open air,S175,Spissøy - Lok. 24. Tangavika,Y,8940,60,Beta-95512,10234,10051,9891,1,0,0,0,0,0,0,500,16.6,14.4,13.9,13.6,1,Early Mesolithic,Early Mesolithic,295443.3136,6627288.337,295443.31366627288.337,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,4140,120,Beta-78318,4969,4659,4352,0,0,0,0,0,0,1,300,10.7,7.7,7.4,5.7,1.5,Late Neolithic/Early Bronze Age,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6520,30,Beta-415030,7506,7430,7417,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Alver,4631,N/A,464,86,172350,B17989,Open air,S348,Snekkevika Lok 1,Y,4380,30,Beta-361759,4990,4934,4860,0,0,0,0,1,0,0,78,13.2,12.1,12.1,7.9,2.5,Early/Middle Neolithic,Early/Middle Neolithic,285773.1117,6731748.197,285773.11176731748.197,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6180,30,Beta-472534,7165,7073,6979,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,4350,60,Beta-68245,5056,4937,4828,0,0,0,0,1,0,0,300,10.7,7.7,7.4,5.7,1.5,Early/Middle Neolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,4480,120,Beta-78319,5334,5126,4842,0,0,0,0,1,0,0,300,10.7,7.7,7.4,5.7,1.5,Early/Middle Neolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4280,60,T-6239,4984,4850,4791,0,0,0,0,0,0,1,400,24.2,16.5,15.3,11.2,4.9,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,6030,100,T-7152,7160,6885,6665,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,122471,B16538,Open air,S511,Lok 2 Lutelandet,Y,4760,40,Beta-247842,5588,5514,5450,0,0,0,1,0,0,0,1271,12.2,11.1,11,10.6,0.4,Early/Middle Neolithic,N/A,284635.6423,6797381.906,284635.64236797381.906,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,6210,100,T-7516,7324,7096,6850,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,121501,B16607,Open air,S420,S?vika,Y,6470,40,Soe5,7431,7370,7306,0,0,1,0,0,0,0,700,10.5,10,10,9.9,0.2,Late Mesolithic,Late Mesolithic,360214.0147,6937911.496,360214.01476937911.496,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7020,110,T-7050,8026,7843,7658,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,136277,N/A,Open air,S307,Lok. 1 Søvikneset,Y,6035,40,Tra-1202,6990,6879,6782,0,0,1,0,0,0,0,4900,17.7,13.5,13.4,7.5,2,Late Mesolithic,Late Mesolithic,295458.2861,6692557.552,295458.28616692557.552,
Outer coast,Hordaland,Bømlo,4613,Spissøy,26,3. 12,96437,B15191,Open air,S175,Spissøy - Lok. 24. Tangavika,Y,6370,50,Beta-93904,7368,7296,7243,0,0,1,0,0,0,0,500,16.6,14.4,13.9,13.6,1,Late Mesolithic,Late Mesolithic,295443.3136,6627288.337,295443.31366627288.337,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,138422,B18302,Open air,S1004,Hylkjeneset lok 3,Y,3090,40,Beta-286526,3390,3294,3207,0,0,0,0,0,0,1,669,17.3,15.6,15.6,13,1.3,Late Neolithic/Early Bronze Age,N/A,299927.8496,6713952.903,299927.84966713952.903,
Outer coast,Hordaland,Øygarden,4626,Bjorøy,50,557. 672. 673. 717. 718,95602,B14571,Open air,S314,Bjorøy - Lok. 4. Nilsvika,Y,3625,60,Beta-56845,4095,3942,3823,0,0,0,0,0,0,1,875,12.9,9,9.7,4.1,2.6,Late Neolithic/Early Bronze Age,Late Neolithic,288961.1326,6694606.056,288961.13266694606.056,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95602-1
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,113777,N/A,Rock shelter,S1008,Myro - Lok. 9. Håkonshella,Y,4820,30,Beta-344212,5540,5521,5477,0,0,0,0,0,0,0,103,13.9,13.5,13.6,13,0.4,Early/Middle Neolithic,Early/Middle Neolithic,289288,6695969,2.89289E+12,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,160864,N/A,Open air,S320,Bildøy-lok 13 / Lok 2,Y,6010,30,Beta-331509,6943,6849,6781,0,0,1,0,0,0,0,2662,17.1,14.6,15.6,9.4,2.3,Late Mesolithic,Late Mesolithic,284674.1191,6697408.285,284674.11916697408.285,
Outer coast,Hordaland,Øygarden,4626,N/A,34,193. 523,174695,B17624/ B17881,Open air,S321,Sotrasambandet lok 11 Søre Bildøy,Y,6020,35,Poz-106814,6952,6860,6779,0,0,1,0,0,0,0,875,14.7,12.7,12.6,10.8,1.2,Late Mesolithic,Late Mesolithic,285623.4832,6697561.85,285623.48326697561.85,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,35751,N/A,Open air,S333,Vindenes - Lok. 62 og 64,Y,5580,90,T-3371,6565,6375,6262,0,0,1,0,0,0,0,438,13.9,12.3,12.2,11.1,1,Late Mesolithic,Late Mesolithic,279615.0569,6707286.398,279615.05696707286.398,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,175012,N/A,Open air,S316,Sotrasambandet lok 13 Søre Bildøy,Y,6100,40,Poz-96497,7075,6969,6852,0,0,1,0,0,0,0,1200,17.4,11.9,11.8,8.1,2.9,Late Mesolithic,Late Mesolithic,284895.6883,6697070.755,284895.68836697070.755,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,175012,N/A,Open air,S316,Sotrasambandet lok 13 Søre Bildøy,Y,4585,35,Poz-96499,5330,5306,5269,0,0,0,0,1,0,0,1200,17.4,11.9,11.8,8.1,2.9,Early/Middle Neolithic,Early/Middle Neolithic,284895.6883,6697070.755,284895.68836697070.755,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162709,B14588,Open air,S386,1 Haukedal,Y,4370,80,Beta-82830,5145,4977,4830,0,0,0,0,1,0,0,395,8.9,6,6.8,1.4,2.7,Early/Middle Neolithic,N/A,303893.5949,6865432.632,303893.59496865432.632,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,140673,B17321/ B17416,Open air,S374,Bakkeneset 2 / S16,Y,6260,30,Beta-420677,7263,7210,7156,0,0,1,0,0,0,0,414,13.5,10.8,10.7,8.9,1.4,Late Mesolithic,N/A,296662.2812,6808597.083,296662.28126808597.083,
Outer coast,Hordaland,Øygarden,4626,Bjorøy,50,557. 672. 673. 717. 718,95602,B14571,Open air,S314,Bjorøy - Lok. 4. Nilsvika,Y,3010,110,Beta-56842,3447,3185,2923,0,0,0,0,0,0,1,875,12.9,9,9.7,4.1,2.6,Late Neolithic/Early Bronze Age,N/A,288961.1326,6694606.056,288961.13266694606.056,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95602-1
