Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,Site name,m2,Conventional date,X (UTM32N),Y (UTM32N),M.a.s.l (Geom_Max),M.a.s.l (Geom_Mean),M.a.s.l (Geom_Median),M.a.s.l (Geom_Min),M.a.s.l (Geom_Stdev),M.a.s.l (Single point),Reference
Fjords,Hordaland,Stord,4614,Mjelkevik,60,1,144132,N/A,Open air,Mjelkevika- Straumheiane,729.21,Early/Middle Neolithic,295004.643,6635454.912,14.11219501,10.59862161,10.59502029,7.615725517,1.963146533,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/144132-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,144249,B17674,Open air,Bildøy Lok. 11,326,Early/Middle Neolithic,285077.4746,6697849.694,11.42561531,10.65432978,10.62959909,9.932505608,0.528875669,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/144249-1
Mainland,Hordaland,Eidfjord,4619,N/A,N/A,N/A,140162,N/A,Open air,"Vik - Lok 2, Stangadalen",395.02,Early/Middle Neolithic,393474.4966,6704594.325,22.53565025,22.26077986,22.21456623,22.07833672,0.174357201,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/140162-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,141410,N/A,Open air,Bildøy lok 5,609.9,Early/Middle Neolithic,285077.4192,6697659.808,14.28293991,11.26724965,11.39481163,8.915671349,1.800619379,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/141410-1
Mainland,Hordaland,Øygarden,4626,N/A,N/A,N/A,141415,N/A,Open air,Bildøy lok 9,570,Early/Middle Neolithic,285141.069,6697763.406,16.19979668,14.99218766,15.4821353,13.3034935,1.158395071,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/141415-1
Outer coast,Hordaland,Øygarden,4626,Grønaskaget,45,29,143748,N/A,Open air,Ebbesvik - Geitevika lok 1,340,Early/Middle Neolithic,286324.81,6696347.873,11.97686481,11.37371874,11.37371874,10.77057266,0.603146076,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/143748-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,268966,N/A,Open air,Vikane - lok 9,429.21,Early/Middle Neolithic,276006.0206,6715173.71,13.67885017,12.46405101,12.15489912,11.86755562,0.718577478,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/268966-0
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,269152,B18456,Open air,Frugarden - lokalitet 3,1100,Early/Middle Neolithic,303877.8763,6633222.154,14.14207649,12.08870331,11.98430347,10.20438671,1.10022753,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/269152-0
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,138422,N/A,Open air,Hylkjeneset lok 3,669.46,Early/Middle Neolithic,299927.8496,6713952.903,17.31732178,15.60800097,15.61520863,13.00069046,1.323147414,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138422-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,267332,N/A,Open air,Steinalder lokalitet Stavlandskleivane,47.27,Early/Middle Neolithic,284221.8068,6634199.781,10.83786488,10.65293743,10.67638016,10.51489544,0.163177436,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/267332-0
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,138737,N/A,Open air,Lokalitet 1,1400,Early/Middle Neolithic,289973.5272,6696418.933,17.29929543,15.39232104,15.4490118,12.1182127,1.636660827,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138737-1
Fjords,Hordaland,Bergen,4601,Noreneset,38,66,136280,N/A,Open air,Lok. 3 Søvikneset,135.64,Early/Middle Neolithic,295343.4528,6692545.395,15.465518,13.46197896,13.61171579,12.36659908,1.030090543,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136280-1
Outer coast,Hordaland,Stord,4614,N/A,46,N/A,136511,N/A,Open air,Horneland - Lok. 2 (1984),2,Early/Middle Neolithic,300990.4122,6628998.065,17.54162979,15.31926115,15.39600277,11.4038763,1.807335721,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136511-1
Fjords,Hordaland,Bergen,4601,Hylkjeneset,198,5,138526,N/A,Open air,Hylkjeneset lok 5,771.8,Early/Middle Neolithic,299980.3241,6713830.462,13.92954731,12.52473831,12.47706413,11.51136589,0.697051649,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138526-1
Outer coast,Hordaland,Bergen,4601,N/A,199,195,138450,N/A,Open air,Hylkjeneset lok 11,197.71,Early/Middle Neolithic,300991.9284,6713202.115,13.57373524,12.23395586,12.23395586,10.89417648,1.339779377,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138450-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,248845,B14730,Open air,Hornanes lokalitet 2 B14730,351.19,Early/Middle Neolithic,306936.7485,6644414.853,18.95680618,18.45516268,18.70775223,17.70092964,0.542928835,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/248845-0
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,248860,B13869,Open air,Hatland lok 1,63.46,Early/Middle Neolithic,307903.6802,6715130.719,21.3802681,20.23100423,20.57147789,19.76268768,0.877532854,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/248860-0
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,263851,N/A,Open air,Beitelsvika Sør Lok 2,1291.72,Early/Middle Neolithic,289032.5746,6629794.06,18.83327866,14.45667513,16.11129522,7.067154884,3.698087493,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/263851-0
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,263853,N/A,Open air,Beitelsvika Sør Lok 3,181.66,Early/Middle Neolithic,288986.9967,6629806.913,11.05599308,11.00503063,11.00503063,10.95406818,0.050962448,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/263853-0
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,267018,B18455,Open air,Frugarden - lokalitet 2,1375,Early/Middle Neolithic,303923.6753,6633144.363,13.1613102,11.33325225,11.55513048,9.265913963,1.271999175,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/267018-0
Mainland,Hordaland,N/A,N/A,N/A,N/A,N/A,267018,B18455,Open air,Frugarden - lokalitet 2,1375,Early/Middle Neolithic,303923.6753,6633144.363,13.1613102,11.33325225,11.55513048,9.265913963,1.271999175,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/267018-0
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,266144,N/A,Open air,Langavatnet lok 5,351.31,Early/Middle Neolithic,293420.1104,6740676.567,16.69883728,15.43972611,15.44086838,14.17833042,0.91139967,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/266144-0
Mainland,Hordaland,N/A,N/A,N/A,N/A,N/A,266145,N/A,Open air,Langavatnet lok 6,501.3,Early/Middle Neolithic,293379.4675,6740847.145,13.56227112,13.12888765,13.17951107,12.59425735,0.347115794,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/266145-0
Outer coast,Hordaland,Alver,4631,Lervik,304,1,108039,B15607,Open air,Leirvik - Lok. 5 (1996),204.79,Early/Middle Neolithic,285545.2779,6717904.092,12.19955254,11.26264286,11.26264286,10.32573318,0.936909676,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108039-1
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,241345,B18110,Open air,Fonnes Lok. 2 (2002),959.41,Early/Middle Neolithic,280335.9284,6746992.911,12.98602962,11.05604394,10.85228539,9.960775375,0.872203242,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/241345-0
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,241449,N/A,Open air,Rabben Vesteviken funnstad flint og rhyolitt,51.76,Early/Middle Neolithic,284631.1462,6658519.848,13.09880257,11.09736429,11.33772516,9.899119377,1.22676693,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/241449-0
Outer coast,Hordaland,Stord,4614,Europaveg 39,51,46,108581,B15241,Open air,"Føyno - Lok. 88, Arahaugen",204.69,Early/Middle Neolithic,297904.6522,6628113.861,12.09937477,11.75584932,11.69896126,11.31579304,0.26960199,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108581-1
Fjords,Hordaland,Alver,4631,Leirvik,304,25,108158,B15567,Open air,Leirvik - Lok. 31 (1996),50,Early/Middle Neolithic,285269.6895,6717915.977,14.78289127,14.19311428,14.15180731,13.68595123,0.43151318,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108158-1
Outer coast,Hordaland,Alver,4631,Riksveg 1,1,342,108007,B14757,Open air,Flatøy - Krossnes 10,20,Early/Middle Neolithic,294706.9654,6716318.313,11.57208824,11.49084213,11.3426857,11.04413986,0.28670093,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108007-1
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,55261,B14524,Open air,Straume - Rappeneset 26,27,Early/Middle Neolithic,279882.486,6739241.654,13.16666794,10.46952856,10.41185379,7.887738705,1.87513354,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/55261
Mainland,Hordaland,Øygarden,4626,Vik,34,N/A,N/A,B13502,Open air,Boplassfunn (lok. 16 A Ing.),144,Early/Middle Neolithic,277625,6710321,N/A,N/A,N/A,N/A,N/A,18.12062263,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B13502
Outer coast,Hordaland,Øygarden,4626,Vik,187,N/A,N/A,B13505,Open air,Boplassfunn (lok. 5 Ingerd.),35,Early/Middle Neolithic,268470,6735532,N/A,N/A,N/A,N/A,N/A,2.286039114,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B13505
Outer coast,Hordaland,Alver,4631,Straume,493,9,15844,B8612,Open air,Straume - Fetts fk. 2/1-2. Grøndalen,750,Early/Middle Neolithic,280763.1,6739283.73,13.09678841,8.486678021,8.744126797,3.898844719,2.444154981,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/15844
Mainland,Hordaland,Alver,4631,Straume,493,9,15844,B11512,Open air,Straume - Fetts fk. 2/1-2. Grøndalen,750,Early/Middle Neolithic,280763.1,6739283.73,13.09678841,8.486678021,8.744126797,3.898844719,2.444154981,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/15844
Outer coast,Sogn og Fjordane,Bremanger,4648,Skorpa,64,2001-02-03,45801,B15158,Open air,136 Skorpa (fas 1),60,Early/Middle Neolithic,300221,6866531,N/A,N/A,N/A,N/A,N/A,6.881205082,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45801-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Skorpa,64,2001-02-03,45801,B15158,Open air,136 Skorpa (fas 2),60,Early/Middle Neolithic,300221,6866531,N/A,N/A,N/A,N/A,N/A,6.881205082,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45801-1
Fjords,Sogn og Fjordane,Bremanger,4648,Skorpa,64,2001-02-03,45801,B15158,Open air,136 Skorpa (fas 3),60,Early/Middle Neolithic,300221.1935,6866531.394,12.52777958,8.002777913,7.626174688,5.549277306,2.553152607,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45801-1
Outer coast,Sogn og Fjordane,Solund,4636,Ytrøyna,18,1,95321,B16179,Open air,Ytrøyna,110,Early/Middle Neolithic,268782.7399,6776680.118,14.68447113,9.996527879,10.64035797,8.13785553,2.792320035,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95321-1
Fjords,Sogn og Fjordane,Solund,4636,N/A,62,02-Jan,229971,N/A,Open air,Lokalitet 4 Djupvika,1304.28,Early/Middle Neolithic,286624.5788,6783386.148,25.39039993,21.32896541,20.94902802,20.6113472,1.221121397,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/229971-0
Fjords,Sogn og Fjordane,Solund,4636,Rånøyna,15,1,177314,B18259,Open air,Lokalitet 1 / Buplass,126,Early/Middle Neolithic,270862.3507,6777149.54,9.682309151,9.036457062,9.036457062,8.390604973,0.645852089,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/177314-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,15,129727,B16654,Open air,Lutelandet lok. 32,20,Early/Middle Neolithic,283295.4425,6797983.249,11.30690002,10.55011364,9.787148952,9.056448936,1.015061638,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129727-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129728,B16655,Open air,Lutelandet lok. 33,30,Early/Middle Neolithic,283269.7585,6797997.426,12.20604706,11.98547122,11.23196268,10.2578783,1.231509438,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129728-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129725,B16652,Open air,Lutelandet lok. 30,15,Early/Middle Neolithic,283248.9743,6798030.602,23.85320282,21.22793655,22.43714333,21.02108383,1.862097075,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129725-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129726,B16653,Open air,Lutelandet lok. 31,25,Early/Middle Neolithic,283274.3459,6797966.074,11.05977154,9.0333076,9.240257263,8.107260704,1.211184648,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129726-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,5,122470,B16610,Open air,Lok 1 Lutelandet,386,Early/Middle Neolithic,284785.9987,6797124.567,8.743375778,8.057190657,8.117033482,7.251319885,0.541539122,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/122470-1
Fjords,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,25816,B15132,Open air,Havnen 110,250,Early/Middle Neolithic,300928.58,6866358.42,14.87099075,11.54258983,12.72689676,9.502827644,2.202436812,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25816
Outer coast,Sogn og Fjordane,Gulen,4635,Byrknes,95,N/A,N/A,B13067,Open air,Klauvneset,48,Early/Middle Neolithic,274555,6758244,N/A,N/A,N/A,N/A,N/A,13.0996666,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B13067
Fjords,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,35726,B15137,Open air,115 Havnen,80,Early/Middle Neolithic,301027.4301,6866242.099,9.130127907,8.464345797,8.778400421,7.01406002,0.863533796,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35726
Outer coast,Sogn og Fjordane,Sogndal,4640,Njøs,24,20,116210,B15821,Open air,Jacobsgarden,365,Early/Middle Neolithic,384505.1343,6784873.296,N/A,N/A,N/A,N/A,N/A,0,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/116210
Outer coast,Sogn og Fjordane,Bremanger,4648,Hunskår,N/A,N/A,55491,B14883,Open air,46 Hunskår,410,Early/Middle Neolithic,301689.1349,6865174.603,9.65532589,9.049809615,8.953494072,8.715678215,0.297973301,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55491-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,19,122493,B16632,Open air,Lok 25 Lutelandet,68.66,Early/Middle Neolithic,284810.6011,6797676.591,3.047692537,2.245768081,2.226826012,1.156617165,0.84463614,N/A,https://www.unimus.no/portal/#/search/things/freetext?value=B16163&requirePhoto=false
Fjords,Sogn og Fjordane,Bremanger,4648,Hunskår,N/A,N/A,45784,B14879,Open air,Lok. 42 Hunskår,100,Early/Middle Neolithic,301788.476,6865103.678,12.1693058,10.64824454,9.917358398,9.85806942,1.075825053,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45784-1
Fjords,Sogn og Fjordane,Bremanger,4648,Klubben,60,1,45789,B14915,Open air,Lok. 78 Klubben,50,Early/Middle Neolithic,300558.2186,6865675.352,6.853303909,4.447162425,5.557251453,4.071568012,1.488709986,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/45789
Fjords,Sogn og Fjordane,Bremanger,4648,Nygård,65,1,64048,B15484,Open air,Lok. 151 Nygård,300,Early/Middle Neolithic,302564.6609,6865878.693,11.37351704,9.724480825,9.92842865,9.296692848,0.828995174,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/64048-1
Outer coast,Sogn og Fjordane,Kinn,4602,Havreneset,27,338,107083,B13962,Open air,Klubben,29.62,Early/Middle Neolithic,287866.9054,6835830.961,11.88337708,8.821118273,7.2913239,4.634449005,3.185637621,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/64044-1
Fjords,Sogn og Fjordane,Bremanger,4648,Klubben,60,04-Mar,55494,B14898,Open air,Lok. 61 Klubben,25,Early/Middle Neolithic,300233.2428,6865755.752,9.307663918,6.531489855,7.518867731,5.524943829,1.761112965,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55494-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Jan-65,65,1,162713,B14742,Open air,Lok. 31 Nygård (Lag 1),200,Early/Middle Neolithic,302710,6865902,N/A,N/A,N/A,N/A,N/A,12.53834724,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97226-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Jan-65,65,1,162713,B14742,Open air,Lok. 31 Nygård (Lag 2),200,Early/Middle Neolithic,302711.8384,6865900.772,18.20079041,14.48353481,13.5975008,12.53834724,2.284356541,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97226-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Mar-60,60,06-Mar,162679,B-14873,Open air,Lok. 34 Klubben,100,Early/Middle Neolithic,300158.8845,6865762.33,9.748081207,9.073969205,8.874722481,8.599103928,0.489769769,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/162679-1
Outer coast,Sogn og Fjordane,Årdal,4643,Tyadalen,9,1,173623,N/A,Open air,Biskopvatnet lok. 1,37,Early/Middle Neolithic,443784.3207,6793766.253,872.4977417,872.1246767,872.4568481,870.6374512,0.905787908,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/173623-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Nygård,64/65,03-Jan,72872,B14926,Open air,Lok. 89 Nygård,720,Early/Middle Neolithic,301622.3175,6866013.392,10.91056728,8.227662669,8.3203125,5.68409586,1.74643761,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72872
Outer coast,Sogn og Fjordane,Bremanger,4648,Kolset,86,2,111208,B16578,Open air,Lok 4 Kolset,986,Early/Middle Neolithic,305909,6864844,7.823477268,5.816807687,5.736800909,4.366645813,0.909785355,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/111208-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Jan-67,67/87,1,162720,B14597,Open air,Lok. 10 Haukedal,30,Early/Middle Neolithic,304371.9328,6865220.923,16.24328613,10.99615075,13.48530865,10.72733116,3.715150985,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/162720-1
Fjords,Sogn og Fjordane,Bremanger,4648,Klubben,60,07-Jan,35734,B14907,Open air,Lok. 70 Klubben,120,Early/Middle Neolithic,299579.9638,6865872.569,7.311775208,6.460152156,6.623436213,5.986460209,0.661837405,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/35734-1
Fjords,Sogn og Fjordane,Bremanger,4648,Hunskår,61,1,55492,B14910,Open air,Lok. 73 Hunskår,180,Early/Middle Neolithic,300953.9229,6865557.624,8.060885429,7.502610683,7.502610683,6.944335938,0.558274746,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55492
Fjords,Sogn og Fjordane,Bremanger,4648,Hunskår,61,1,16120,B14909,Open air,Lok. 72 Hunskår,95,Early/Middle Neolithic,300951.7213,6865573.127,6.086776733,5.126255203,4.977138996,4.677340508,0.571445075,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/16120-1
Mainland,Sogn og Fjordane,Bremanger,4648,Jan-67,67/87,1,162774,B14609,Open air,Haukedal lok 22,202,Early/Middle Neolithic,303890.4408,6865617.272,6.545797825,5.128650875,5.150212765,4.188156128,0.861783499,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/162774-1
Fjords,Sogn og Fjordane,Kinn,4602,Brandsøy,18,8/138/197/198,72894,N/A,Open air,Nakkasneset II,750,Early/Middle Neolithic,295123.4692,6836277.286,10.70271969,10.38906622,10.38906622,10.07541275,0.313653469,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72894-1
Mainland,Sogn og Fjordane,Kinn,4602,Ellingsund,80,6,107506,B13635,Open air,Bjørnset skule,244.24,Early/Middle Neolithic,300667.0213,6836683.566,17.4576683,15.08865388,13.91070175,13.89759159,1.675154713,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95607-1
Outer coast,Sogn og Fjordane,Lærdal,4642,N/A,N/A,N/A,149041,B16880,Open air,Lok A Eldrevatn,576.23,Early/Middle Neolithic,454299,6765389,1260.440063,1259.87203,1259.846069,1259.235107,0.39553655,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/149041-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Klubben,60,07-Feb,72867,B14875,Open air,38 Klubben,40,Early/Middle Neolithic,299996.4907,6865781.424,9.433835983,8.379464144,8.234459877,7.135159492,1.098903664,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72867-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Havnen,64,2,72861,B14920,Open air,83 Havnen,200,Early/Middle Neolithic,300720.439,6866376.826,10.88161945,8.728033702,8.359344482,6.943137169,1.628876808,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/lokalitetdetails/72861
Outer coast,Sogn og Fjordane,Bremanger,4648,Gloføyke,64,2,66758,B14921,Open air,84 Havnen,20,Early/Middle Neolithic,300748.0623,6866367.306,11.69555473,9.062491071,9.229150772,7.875775814,1.670238786,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66758-1
Mainland,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,35731,B15147,Open air,125 Havnen,40,Early/Middle Neolithic,300983.8782,6866341.503,10.55474472,9.77786818,9.937522411,6.824006557,1.576885919,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35731-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Havnen,64,1,16112,B14933,Open air,96 Havnen,320,Early/Middle Neolithic,301546.6819,6866105.212,5.787858963,5.5938646,5.622232914,5.371501923,0.17115659,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/16112-1
